title,description,artist,Country,culture,teaserText,url,image,regularImage,largeImage,date,medium,accessionNumber,galleryInformation;,
Terracotta vase in the shape of a boar,,,Greece,Greek Boeotian,<p>Date: ca. 570–560 BCE<br/>Accession Number: 57.105ab</p>,/art/collection/search/254970?&ft=boar&offset=0&rpp=100&amp;pos=21,https://images.metmuseum.org/CRDImages/gr/mobile-large/DP121693.jpg,gr/web-additional/DP121693.jpg,gr/web-large/DP121693.jpg,1st millennium BCE,terracotta,57.105ab,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzM1ODQ3LDQwLjc3ODExNDFAbG1AMjkzODk2MjIxODA5' target='_blank'>Gallery 171</a>,
Terracotta bowl fragment depicting a boar hunt,,,Italy,Roman,<p>Date: 1st half of 1st century CE<br/>Accession Number: 07.156.1</p>,/art/collection/search/247603?&ft=boar&offset=0&rpp=100&amp;pos=22,https://images.metmuseum.org/CRDImages/gr/mobile-large/DP121112.jpg,gr/web-additional/DP121112.jpg,gr/web-large/DP121112.jpg,1st century,terracotta,09.36.01,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzM1ODQ3LDQwLjc3ODExNDFAbG1AMjkzODk2MjIxODA5' target='_blank'>Gallery 171</a>,
Medallion with Hunting Dog Attacking Boar Crossing Water,,,France,French,<p>Date: ca. 1240–60<br/>Accession Number: 17.190.2154</p>,/art/collection/search/464214?&ft=boar&offset=0&rpp=100&amp;pos=23,https://images.metmuseum.org/CRDImages/md/mobile-large/sf17-190-2154s1.jpg,md/web-additional/sf17-190-2154s1.jpg,md/web-large/sf17-190-2154s1.jpg,13th century,enamel,20.45.54,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzQ0Mjc1LDQwLjc3OTQ0OTgyQGxtQDMxODg3MjE5NjI5Ng==' target='_blank'>Gallery 304</a>;;;;,
Hunting for Wild Boar (from the Hunting Parks Tapestries),,,Netherlands,South Netherlandish,<p>Date: ca. 1515–35<br/>Accession Number: 41.190.106</p>,/art/collection/search/467943?&ft=boar&offset=0&rpp=100&amp;pos=24,https://images.metmuseum.org/CRDImages/md/mobile-large/DP358125.jpg,md/web-additional/DP358125.jpg,md/web-large/DP358125.jpg,16th century,textile,44.11.46,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzcxNDMzLDQwLjc3OTU0ODk3QGxtQDM3MDA2MzAxOTA0MA==' target='_blank'>Gallery 305</a>,
Brooch in the Form of a Dog Attacking a Boar,,,Italy,Roman,<p>Date: 2nd century<br/>Accession Number: 17.192.148</p>,/art/collection/search/465206?&ft=boar&offset=0&rpp=100&amp;pos=25,https://images.metmuseum.org/CRDImages/md/mobile-large/sf17-192-148s1.jpg,md/web-large/sf17-192-148s1.jpg,,2nd century,enamel,20.14.28,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzE1NTk3LDQwLjc3OTM3NzE4QGxtQDI1OTUxMjg0MTAxNQ==' target='_blank'>Gallery 301</a>,
Proto-Cuneiform tablet with seal impressions: administrative account of barley distribution with cylinder seal impression of a male figure hunting dogs and boars,,,Iraq,Sumerian,<p>Date: ca. 3100–2900 BCE<br/>Accession Number: 1988.433.1</p>,/art/collection/search/329081?&ft=boar&offset=0&rpp=100&amp;pos=26,https://images.metmuseum.org/CRDImages/an/mobile-large/vs1988.433.1xx.jpg,an/web-additional/vs1988.433.1xx.jpg,an/web-large/vs1988.433.1xx.jpg,3rd millennium BCE,clay,1995.13.01,Not on view,
Boar and sow,,,China,China,<p>Accession Number: SL.1.2017.26.3ab</p>,/art/collection/search/640948?&ft=boar&offset=0&rpp=100&amp;pos=27,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-SL_1_2017_26_3ab_001.jpg,as/web-additional/LC-SL_1_2017_26_3ab_001.jpg,as/web-large/LC-SL_1_2017_26_3ab_001.jpg,1st millennium BCE,earthenware,SL.1.2017.26.3a,Not on view,
Boar,Wenceslaus Hollar (Bohemian Prague 1607–1677 London),Wenceslaus Hollar,,,<p>Wenceslaus Hollar (Bohemian Prague 1607–1677 London) </p><p>Date: 1644–52<br/>Accession Number: 20.81.3.309</p>,/art/collection/search/361347?&ft=boar&offset=0&rpp=100&amp;pos=28,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,17th century,etching,20.81.3.309,Not on view;;;;,
Vase depicting the Calydonian boar hunt (one of a pair),Guillaume Boichot (French Chalon-sur-Soâne 1735–1814 Paris),Guillaume Boichot,France,French,<p>Guillaume Boichot (French Chalon-sur-Soâne 1735–1814 Paris) </p><p>Date: second half 18th century<br/>Accession Number: L.2016.18.1</p>,/art/collection/search/714885?&ft=boar&offset=0&rpp=100&amp;pos=29,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,18th century,terracotta,L.2016.18.1,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2NDEyNDg3LDQwLjc3ODk5NTA2QGxtQDE1NjQzODA2NzEzMA==' target='_blank'>Gallery 552</a>,
Vase depicting the Calydonian boar hunt (one of a pair),Guillaume Boichot (French Chalon-sur-Soâne 1735–1814 Paris),Guillaume Boichot,France,French,<p>Guillaume Boichot (French Chalon-sur-Soâne 1735–1814 Paris) </p><p>Date: second half 18th century<br/>Accession Number: L.2016.18.2</p>,/art/collection/search/714888?&ft=boar&offset=0&rpp=100&amp;pos=30,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,18th century,terracotta,L.2016.18.2,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2NDEyNDg3LDQwLjc3ODk5NTA2QGxtQDE1NjQzODA2NzEzMA==' target='_blank'>Gallery 552</a>,
Banded agate cylinder seal,,,Greece,Greek Ionian,<p>Date: ca. 450–400 BCE<br/>Accession Number: 49.43.1</p>,/art/collection/search/254619?&ft=boar&offset=0&rpp=100&amp;pos=31,https://images.metmuseum.org/CRDImages/gr/mobile-large/DP142914.jpg,gr/web-additional/DP142914.jpg,gr/web-large/DP142914.jpg,1st millennium BCE,gemstone,49.43.01,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzM1ODQ3LDQwLjc3ODExNDFAbG1AMjkzODk2MjIxODA5' target='_blank'>Gallery 171</a>,
Helmet,,,Burma,"Singpho, Burma",<p>Date: 19th century<br/>Accession Number: 36.25.73</p>,/art/collection/search/32123?&ft=boar&offset=0&rpp=100&amp;pos=32,https://images.metmuseum.org/CRDImages/aa/mobile-large/36.25.73_001July2014.jpg,aa/web-additional/36.25.73_001July2014.jpg,aa/web-large/36.25.73_001July2014.jpg,19th century,hide,36.26.13,Not on view,
Bwami Prestige Cap (Mukuba or Nkumbu),,,Congo,Lega peoples,<p>Date: 19th–20th century<br/>Accession Number: 1978.412.417</p>,/art/collection/search/310846?&ft=boar&offset=0&rpp=100&amp;pos=33,https://images.metmuseum.org/CRDImages/ao/mobile-large/vs1978_412_417.jpg,ao/web-additional/vs1978_412_417.jpg,ao/web-large/vs1978_412_417.jpg,20th century,shell,1984.58.57,Not on view,
Terracotta chalice,,,Italy,Etruscan,<p>Date: ca. 550–525 BCE<br/>Accession Number: 96.9.107</p>,/art/collection/search/246178?&ft=boar&offset=0&rpp=100&amp;pos=34,https://images.metmuseum.org/CRDImages/gr/mobile-large/DP132253.jpg,gr/web-additional/DP132253.jpg,gr/web-large/DP132253.jpg,1st millennium BCE,terracotta,96.10.47,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzM1ODQ3LDQwLjc3ODExNDFAbG1AMjkzODk2MjIxODA5' target='_blank'>Gallery 171</a>,
Opaque black glass ring stone with a white band,,,Italy,Roman,<p>Date: ca. 1st–3rd century CE<br/>Accession Number: 17.194.56</p>,/art/collection/search/249301?&ft=boar&offset=0&rpp=100&amp;pos=35,https://images.metmuseum.org/CRDImages/gr/mobile-large/DP143799.jpg,gr/web-additional/DP143799.jpg,gr/web-large/DP143799.jpg,2nd century,glass,20.14.56,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzM1ODQ3LDQwLjc3ODExNDFAbG1AMjkzODk2MjIxODA5' target='_blank'>Gallery 171</a>,
Boar Spear,,,Germany,German,<p>Date: ca. 1600<br/>Accession Number: 14.25.323</p>,/art/collection/search/26735?&ft=boar&offset=0&rpp=100&amp;pos=36,https://images.metmuseum.org/CRDImages/aa/mobile-large/14.25.323_001feb2015.jpg,aa/web-additional/14.25.323_001feb2015.jpg,aa/web-large/14.25.323_001feb2015.jpg,17th century,metal,14.30.23,Not on view,
Steatite triangular prism,,,Greece,Minoan,<p>Date: ca. 2400–2200 BCE<br/>Accession Number: 26.31.91</p>,/art/collection/search/252043?&ft=boar&offset=0&rpp=100&amp;pos=37,https://images.metmuseum.org/CRDImages/gr/mobile-large/DP110952.jpg,gr/web-additional/DP110952.jpg,gr/web-large/DP110952.jpg,2nd millennium BCE,stone,26.32.31,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzM1ODQ3LDQwLjc3ODExNDFAbG1AMjkzODk2MjIxODA5' target='_blank'>Gallery 171</a>,
Terracotta alabastron (perfume vase),Attributed to the Kerameikos Group,Kerameikos Group,Greece,Greek,<p>Attributed to the Kerameikos Group</p><p>Date: ca. 630–615 BCE<br/>Accession Number: 76.12.2</p>,/art/collection/search/244853?&ft=boar&offset=0&rpp=100&amp;pos=38,https://images.metmuseum.org/CRDImages/gr/mobile-large/DP119945.jpg,gr/web-additional/DP119945.jpg,gr/web-large/DP119945.jpg,1st millennium BCE,terracotta,76.12.02,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzM1ODQ3LDQwLjc3ODExNDFAbG1AMjkzODk2MjIxODA5' target='_blank'>Gallery 171</a>,
Boar Spear,,,Germany,German,<p>Date: ca. 1550<br/>Accession Number: 14.25.36</p>,/art/collection/search/25855?&ft=boar&offset=0&rpp=100&amp;pos=39,https://images.metmuseum.org/CRDImages/aa/mobile-large/14.25.36_001dec2014.jpg,aa/web-additional/14.25.36_001dec2014.jpg,aa/web-large/14.25.36_001dec2014.jpg,16th century,metal,14.25.36,Not on view,
Boar Spear,,,Germany,German,<p>Date: 16th century<br/>Accession Number: 14.25.457</p>,/art/collection/search/27060?&ft=boar&offset=0&rpp=100&amp;pos=40,https://images.metmuseum.org/CRDImages/aa/mobile-large/14.25.457_005jan2015.jpg,aa/web-additional/14.25.457_005jan2015.jpg,aa/web-large/14.25.457_005jan2015.jpg,16th century,metal,14.32.37,Not on view,
Boar Spear,,,France,possibly French,<p>Date: 17th century<br/>Accession Number: 12.141.11</p>,/art/collection/search/25660?&ft=boar&offset=0&rpp=100&amp;pos=41,https://images.metmuseum.org/CRDImages/aa/mobile-large/12.141.11_005nov2014.jpg,aa/web-additional/12.141.11_005nov2014.jpg,aa/web-large/12.141.11_005nov2014.jpg,17th century,metal,14.21.11,Not on view,
Boar Spear,,,Germany,German,<p>Date: 16th century<br/>Accession Number: 14.25.453</p>,/art/collection/search/27058?&ft=boar&offset=0&rpp=100&amp;pos=42,https://images.metmuseum.org/CRDImages/aa/mobile-large/14.25.453_001jan2015.jpg,aa/web-additional/14.25.453_001jan2015.jpg,aa/web-large/14.25.453_001jan2015.jpg,16th century,metal,14.32.33,Not on view,
Boar Spear,,,Germany,German,<p>Date: ca. 1600<br/>Accession Number: 14.25.305</p>,/art/collection/search/26723?&ft=boar&offset=0&rpp=100&amp;pos=43,https://images.metmuseum.org/CRDImages/aa/mobile-large/14.25.305_002jan2015.jpg,aa/web-additional/14.25.305_002jan2015.jpg,aa/web-large/14.25.305_002jan2015.jpg,17th century,metal,14.30.05,Not on view,
Boar Spear,,,Germany,German,<p>Date: 16th century<br/>Accession Number: 14.25.312</p>,/art/collection/search/26728?&ft=boar&offset=0&rpp=100&amp;pos=44,https://images.metmuseum.org/CRDImages/aa/mobile-large/14.25.312_002jan2015.jpg,aa/web-additional/14.25.312_002jan2015.jpg,aa/web-large/14.25.312_002jan2015.jpg,16th century,metal,14.30.12,Not on view,
Boar Spear,,,Germany,German,<p>Date: 16th century<br/>Accession Number: 14.25.309</p>,/art/collection/search/26727?&ft=boar&offset=0&rpp=100&amp;pos=45,https://images.metmuseum.org/CRDImages/aa/mobile-large/14.25.309_001jan2015.jpg,aa/web-additional/14.25.309_001jan2015.jpg,aa/web-large/14.25.309_001jan2015.jpg,16th century,metal,14.30.09,Not on view,
Boar Spear,,,France,French,<p>Date: dated 1576<br/>Accession Number: 29.156.36</p>,/art/collection/search/34315?&ft=boar&offset=0&rpp=100&amp;pos=46,https://images.metmuseum.org/CRDImages/aa/mobile-large/29.156.36_001jan2015.jpg,aa/web-additional/29.156.36_001jan2015.jpg,aa/web-large/29.156.36_001jan2015.jpg,16th century,metal,31.36.36,Not on view,
Bronze mirror,,,Italy,Etruscan,<p>Date: ca. 350–300 BCE<br/>Accession Number: 09.221.17</p>,/art/collection/search/248154?&ft=boar&offset=0&rpp=100&amp;pos=47,https://images.metmuseum.org/CRDImages/gr/mobile-large/DP254621.jpg,gr/web-additional/DP254621.jpg,gr/web-large/DP254621.jpg,1st millennium BCE,metal,12.41.17,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzY5NzAxLDQwLjc3ODA1MjcyQGxtQDE4MDg5MTI2Nzk1Mw==' target='_blank'>Gallery 170</a>,
Terracotta footed cup,,,Italy,Etruscan,<p>Date: ca. 550 BCE<br/>Accession Number: 18.145.26</p>,/art/collection/search/250691?&ft=boar&offset=0&rpp=100&amp;pos=48,https://images.metmuseum.org/CRDImages/gr/mobile-large/DP132263.jpg,gr/web-additional/DP132263.jpg,gr/web-large/DP132263.jpg,1st millennium BCE,terracotta,20.25.26,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzM1ODQ3LDQwLjc3ODExNDFAbG1AMjkzODk2MjIxODA5' target='_blank'>Gallery 171</a>,
Boar Spear,,,Germany,German,<p>Date: 16th century<br/>Accession Number: 14.25.455</p>,/art/collection/search/27059?&ft=boar&offset=0&rpp=100&amp;pos=49,https://images.metmuseum.org/CRDImages/aa/mobile-large/14.25.455_001jan2015.jpg,aa/web-additional/14.25.455_001jan2015.jpg,aa/web-large/14.25.455_001jan2015.jpg,16th century,metal,14.32.35,Not on view,
Wild Boar,Probably after Giovanni Francesco Susini (Italian Florence 1585–1653 Florence),,Italy,Italian,<p>Probably after Giovanni Francesco Susini (Italian Florence 1585–1653 Florence) </p><p>Date: late 17th century<br/>Accession Number: 64.101.1451</p>,/art/collection/search/203939?&ft=boar&offset=0&rpp=100&amp;pos=50,https://images.metmuseum.org/CRDImages/es/mobile-large/DP-22322-001.jpg,es/web-additional/DP-22322-001.jpg,es/web-large/DP-22322-001.jpg,17th century,metal,66.05.11,Not on view,
Boar Hunt,attributed to Francesco Allegrini (Italian Cantiano (?) 1615/20–after 1679 Gubbio (?)),,Italy,Italian,<p>attributed to Francesco Allegrini (Italian Cantiano (?) 1615/20–after 1679 Gubbio (?)) </p><p>Date: 1624–63<br/>Accession Number: 80.3.536</p>,/art/collection/search/338080?&ft=boar&offset=0&rpp=100&amp;pos=51,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP807682.jpg,dp/web-additional/DP807682.jpg,dp/web-large/DP807682.jpg,17th century,illustration,80.11.56,Not on view,
Fragments of a terracotta amphora (jar),,,Greece,Greek,<p>Date: ca. 540–530 BCE<br/>Accession Number: 68.11.1a–c</p>,/art/collection/search/255262?&ft=boar&offset=0&rpp=100&amp;pos=52,https://images.metmuseum.org/CRDImages/gr/mobile-large/LC-68_11_1a-c-20210325-01.jpg,gr/web-additional/LC-68_11_1a-c-20210325-01.jpg,gr/web-large/LC-68_11_1a-c-20210325-01.jpg,1st millennium BCE,terracotta,68.11.1a–c,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzM1ODQ3LDQwLjc3ODExNDFAbG1AMjkzODk2MjIxODA5' target='_blank'>Gallery 171</a>,
